Baggage Fee,Free Baggage,Airlines,Flight Numbers,Departures,Departure Date and Times,Arrivals,Arrival Date and Times,Durations,Layover Count,Layover Airports,Layover Info,Total Duration,Flight Price,Departure Times,Arrival Times,Carbon Emissions (g),Typical Emissions (g),Emission Difference (%),Booking Token
0,1,"Air China, Air China, United","CA 1558, CA 983, UA 2303","SHA, PEK, LAX","2026-03-02 15:15, 2026-03-02 22:00, 2026-03-02 23:15","PEK, LAX, EWR","2026-03-02 17:30, 2026-03-02 19:00, 2026-03-03 07:12","135, 780, 297",2,Beijing Capital International Airport; Los Angeles International Airport,"PEK, 270; LAX, 255",1737,,"915, 1320, 1395","1050, 1140, 432",1026000,871000,18,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5EUVRFMU5UaDhRMEU1T0ROOFZVRXlNekF6T0J3PSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIlBFSyIsbnVsbCwiQ0EiLCIxNTU4Il0sWyJQRUsiLCIyMDI2LTAzLTAyIiwiTEFYIixudWxsLCJDQSIsIjk4MyJdLFsiTEFYIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyMzAzIl1dXQ==
0,1,"Air China, Air China, United","CA 1534, CA 983, UA 2303","SHA, PEK, LAX","2026-03-02 16:30, 2026-03-02 22:00, 2026-03-02 23:15","PEK, LAX, EWR","2026-03-02 18:55, 2026-03-02 19:00, 2026-03-03 07:12","145, 780, 297",2,Beijing Capital International Airport; Los Angeles International Airport,"PEK, 185; LAX, 255",1662,,"990, 1320, 1395","1135, 1140, 432",1052000,871000,21,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5EUVRFMU16UjhRMEU1T0ROOFZVRXlNekF6T0J3PSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIlBFSyIsbnVsbCwiQ0EiLCIxNTM0Il0sWyJQRUsiLCIyMDI2LTAzLTAyIiwiTEFYIixudWxsLCJDQSIsIjk4MyJdLFsiTEFYIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyMzAzIl1dXQ==
0,1,"Air China, Air China, United","CA 1884, CA 983, UA 2303","PVG, PEK, LAX","2026-03-02 16:30, 2026-03-02 22:00, 2026-03-02 23:15","PEK, LAX, EWR","2026-03-02 19:05, 2026-03-02 19:00, 2026-03-03 07:12","155, 780, 297",2,Beijing Capital International Airport; Los Angeles International Airport,"PEK, 175; LAX, 255",1662,,"990, 1320, 1395","1145, 1140, 432",1021000,871000,17,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5EUVRFNE9EUjhRMEU1T0ROOFZVRXlNekF6T0J3PSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIlBFSyIsbnVsbCwiQ0EiLCIxODg0Il0sWyJQRUsiLCIyMDI2LTAzLTAyIiwiTEFYIixudWxsLCJDQSIsIjk4MyJdLFsiTEFYIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyMzAzIl1dXQ==
0,1,"Air China, Air China, United","CA 1518, CA 983, UA 2303","SHA, PEK, LAX","2026-03-02 17:30, 2026-03-02 22:00, 2026-03-02 23:15","PEK, LAX, EWR","2026-03-02 20:00, 2026-03-02 19:00, 2026-03-03 07:12","150, 780, 297",2,Beijing Capital International Airport; Los Angeles International Airport,"PEK, 120; LAX, 255",1602,,"1050, 1320, 1395","1200, 1140, 432",1018000,871000,17,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5EUVRFMU1UaDhRMEU1T0ROOFZVRXlNekF6T0J3PSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIlBFSyIsbnVsbCwiQ0EiLCIxNTE4Il0sWyJQRUsiLCIyMDI2LTAzLTAyIiwiTEFYIixudWxsLCJDQSIsIjk4MyJdLFsiTEFYIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyMzAzIl1dXQ==
0,1,"Air China, United, United","CA 1520, UA 889, UA 2626","SHA, PEK, SFO","2026-03-02 13:30, 2026-03-02 19:20, 2026-03-02 16:30","PEK, SFO, EWR","2026-03-02 15:45, 2026-03-02 14:50, 2026-03-03 00:53","135, 690, 323",2,Beijing Capital International Airport; San Francisco International Airport,"PEK, 215; SFO, 100",1463,3943,"810, 1160, 990","945, 890, 53",4003000,871000,360,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5EUVRFMU1qQjhWVUU0T0RsOFZVRXlOakkyR2dzSS9ZY1lFQUlhQTFWVFJEZ2NjUDJIR0E9PSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIlBFSyIsbnVsbCwiQ0EiLCIxNTIwIl0sWyJQRUsiLCIyMDI2LTAzLTAyIiwiU0ZPIixudWxsLCJVQSIsIjg4OSJdLFsiU0ZPIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyNjI2Il1dXQ==
0,1,"Air China, United, United","CA 1520, UA 889, UA 698","SHA, PEK, SFO","2026-03-02 13:30, 2026-03-02 19:20, 2026-03-02 21:40","PEK, SFO, EWR","2026-03-02 15:45, 2026-03-02 14:50, 2026-03-03 05:44","135, 690, 304",2,Beijing Capital International Airport; San Francisco International Airport,"PEK, 215; SFO, 410",1754,3943,"810, 1160, 1300","945, 890, 344",4153000,871000,377,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpEUVRFMU1qQjhWVUU0T0RsOFZVRTJPVGdhQ3dqOWh4Z1FBaG9EVlZORU9CeHcvWWNZIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiUEVLIixudWxsLCJDQSIsIjE1MjAiXSxbIlBFSyIsIjIwMjYtMDMtMDIiLCJTRk8iLG51bGwsIlVBIiwiODg5Il0sWyJTRk8iLCIyMDI2LTAzLTAyIiwiRVdSIixudWxsLCJVQSIsIjY5OCJdXV0=
0,1,"Air China, United, United","CA 1520, UA 889, UA 2416","SHA, PEK, SFO","2026-03-02 13:30, 2026-03-02 19:20, 2026-03-02 23:45","PEK, SFO, EWR","2026-03-02 15:45, 2026-03-02 14:50, 2026-03-03 07:54","135, 690, 309",2,Beijing Capital International Airport; San Francisco International Airport,"PEK, 215; SFO, 535",1884,3943,"810, 1160, 1425","945, 890, 474",4498000,871000,416,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5EUVRFMU1qQjhWVUU0T0RsOFZVRXlOREUyR2dzSS9ZY1lFQUlhQTFWVFJEZ2NjUDJIR0E9PSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIlBFSyIsbnVsbCwiQ0EiLCIxNTIwIl0sWyJQRUsiLCIyMDI2LTAzLTAyIiwiU0ZPIixudWxsLCJVQSIsIjg4OSJdLFsiU0ZPIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyNDE2Il1dXQ==
0,1,"Air China, United, United","CA 1520, UA 889, UA 285","SHA, PEK, SFO","2026-03-02 13:30, 2026-03-02 19:20, 2026-03-02 22:45","PEK, SFO, EWR","2026-03-02 15:45, 2026-03-02 14:50, 2026-03-03 07:08","135, 690, 323",2,Beijing Capital International Airport; San Francisco International Airport,"PEK, 215; SFO, 475",1838,4304,"810, 1160, 1365","945, 890, 428",4003000,871000,360,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpEUVRFMU1qQjhWVUU0T0RsOFZVRXlPRFVhQ3dqM29Sb1FBaG9EVlZORU9CeHc5NkVhIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiUEVLIixudWxsLCJDQSIsIjE1MjAiXSxbIlBFSyIsIjIwMjYtMDMtMDIiLCJTRk8iLG51bGwsIlVBIiwiODg5Il0sWyJTRk8iLCIyMDI2LTAzLTAyIiwiRVdSIixudWxsLCJVQSIsIjI4NSJdXV0=
100,0,"Air France, Air France","AF 111, AF 62","PVG, CDG","2026-03-02 22:05, 2026-03-03 12:15","CDG, EWR","2026-03-03 05:50, 2026-03-03 14:35","885, 500",1,Paris Charles de Gaulle Airport,"CDG, 385",1770,1253,"1325, 735","350, 875",912000,871000,5,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3BCUmpFeE1YeEJSall5R2dzSW9kSUhFQUlhQTFWVFJEZ2NjS0hTQnc9PSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkNERyIsbnVsbCwiQUYiLCIxMTEiXSxbIkNERyIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIkFGIiwiNjIiXV1d
75,0,"American, American","AA 128, AA 1819","PVG, DFW","2026-03-02 18:10, 2026-03-02 18:30","DFW, EWR","2026-03-02 17:05, 2026-03-02 22:51","775, 201",1,Dallas Fort Worth International Airport,"DFW, 85",1061,911,"1090, 1110","1025, 1371",921000,871000,6,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3hCUVRFeU9IeEJRVEU0TVRrYUN3aUl4d1VRQWhvRFZWTkVPQnh3aU1jRiIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkRGVyIsbnVsbCwiQUEiLCIxMjgiXSxbIkRGVyIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIkFBIiwiMTgxOSJdXV0=
75,0,"American, American","AA 128, AA 1700","PVG, DFW","2026-03-02 18:10, 2026-03-03 07:00","DFW, EWR","2026-03-02 17:05, 2026-03-03 11:23","775, 203",1,Dallas Fort Worth International Airport,"DFW, 835",1813,911,"1090, 420","1025, 683",921000,871000,6,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3hCUVRFeU9IeEJRVEUzTURBYUN3aUl4d1VRQWhvRFZWTkVPQnh3aU1jRiIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkRGVyIsbnVsbCwiQUEiLCIxMjgiXSxbIkRGVyIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIkFBIiwiMTcwMCJdXV0=
75,0,"American, American","AA 128, AA 2852","PVG, DFW","2026-03-02 18:10, 2026-03-03 09:59","DFW, EWR","2026-03-02 17:05, 2026-03-03 14:11","775, 192",1,Dallas Fort Worth International Airport,"DFW, 1014",1981,911,"1090, 599","1025, 851",896000,871000,3,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3hCUVRFeU9IeEJRVEk0TlRJYUN3aUl4d1VRQWhvRFZWTkVPQnh3aU1jRiIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkRGVyIsbnVsbCwiQUEiLCIxMjgiXSxbIkRGVyIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIkFBIiwiMjg1MiJdXV0=
75,0,"American, American","AA 128, AA 1802","PVG, DFW","2026-03-02 18:10, 2026-03-03 14:25","DFW, EWR","2026-03-02 17:05, 2026-03-03 18:42","775, 197",1,Dallas Fort Worth International Airport,"DFW, 1280",2252,911,"1090, 865","1025, 1122",921000,871000,6,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3hCUVRFeU9IeEJRVEU0TURJYUN3aUl4d1VRQWhvRFZWTkVPQnh3aU1jRiIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkRGVyIsbnVsbCwiQUEiLCIxMjgiXSxbIkRGVyIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIkFBIiwiMTgwMiJdXV0=
75,0,"American, American, American","AA 128, AA 1703, AA 1707","PVG, DFW, CLT","2026-03-02 18:10, 2026-03-02 18:34, 2026-03-03 07:10","DFW, CLT, EWR","2026-03-02 17:05, 2026-03-02 22:06, 2026-03-03 09:06","775, 152, 116",2,Dallas Fort Worth International Airport; Charlotte Douglas International Airport,"DFW, 89; CLT, 544",1676,916,"1090, 1114, 430","1025, 1326, 546",965000,871000,11,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaE5CUVRFeU9IeEJRVEUzTUROOFFVRXhOekEzR2dzSXdjc0ZFQUlhQTFWVFJEZ2NjTUhMQlE9PSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkRGVyIsbnVsbCwiQUEiLCIxMjgiXSxbIkRGVyIsIjIwMjYtMDMtMDIiLCJDTFQiLG51bGwsIkFBIiwiMTcwMyJdLFsiQ0xUIiwiMjAyNi0wMy0wMyIsIkVXUiIsbnVsbCwiQUEiLCIxNzA3Il1dXQ==
75,0,"American, American, American","AA 128, AA 579, AA 1707","PVG, DFW, CLT","2026-03-02 18:10, 2026-03-02 20:46, 2026-03-03 07:10","DFW, CLT, EWR","2026-03-02 17:05, 2026-03-03 00:18, 2026-03-03 09:06","775, 152, 116",2,Dallas Fort Worth International Airport; Charlotte Douglas International Airport,"DFW, 221; CLT, 412",1676,916,"1090, 1246, 430","1025, 18, 546",965000,871000,11,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpCUVRFeU9IeEJRVFUzT1h4QlFURTNNRGNhQ3dqQnl3VVFBaG9EVlZORU9CeHd3Y3NGIixbWyJQVkciLCIyMDI2LTAzLTAyIiwiREZXIixudWxsLCJBQSIsIjEyOCJdLFsiREZXIiwiMjAyNi0wMy0wMiIsIkNMVCIsbnVsbCwiQUEiLCI1NzkiXSxbIkNMVCIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIkFBIiwiMTcwNyJdXV0=
0,2,"ANA, Air Canada, Air Canada","NH 972, AC 2, AC 8884","PVG, HND, YYZ","2026-03-02 08:30, 2026-03-02 18:50, 2026-03-02 21:10","HND, YYZ, EWR","2026-03-02 12:15, 2026-03-02 17:05, 2026-03-02 22:50","165, 735, 100",2,Haneda Airport; Toronto Pearson International Airport,"HND, 395; YYZ, 245",1640,749,"510, 1130, 1270","735, 1025, 1370",875000,871000,0,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEJPU0RrM01ueEJReko4UVVNNE9EZzBHZ3NJbE1rRUVBSWFBMVZUUkRnY2NKVEpCQT09IixbWyJQVkciLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MiJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIllZWiIsbnVsbCwiQUMiLCIyIl0sWyJZWVoiLCIyMDI2LTAzLTAyIiwiRVdSIixudWxsLCJBQyIsIjg4ODQiXV1d
