Baggage Fee,Free Baggage,Airlines,Flight Numbers,Departures,Departure Date and Times,Arrivals,Arrival Date and Times,Durations,Layover Count,Layover Airports,Layover Info,Total Duration,Flight Price,Departure Times,Arrival Times,Carbon Emissions (g),Typical Emissions (g),Emission Difference (%),Booking Token
0,1,"Alaska, Air Canada, Air Canada","AS 316, AC 8803, AC 3","SFO, SEA, YVR","2025-12-10 21:40, 2025-12-11 10:00, 2025-12-11 12:35","SEA, YVR, NRT","2025-12-10 23:55, 2025-12-11 11:07, 2025-12-12 16:00","135, 67, 625",2,Seattle–Tacoma International Airport; Vancouver International Airport,"SEA, 605; YVR, 88",1520,962,"1300, 600, 755","1435, 667, 960",662000,614000,8,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFaEJCVXpNeE5ueEJRemc0TUROOFFVTXpHZ3NJbHU4RkVBSWFBMVZUUkRnY2NKYnZCUT09IixbWyJTRk8iLCIyMDI1LTEyLTEwIiwiU0VBIixudWxsLCJBUyIsIjMxNiJdLFsiU0VBIiwiMjAyNS0xMi0xMSIsIllWUiIsbnVsbCwiQUMiLCI4ODAzIl0sWyJZVlIiLCIyMDI1LTEyLTExIiwiTlJUIixudWxsLCJBQyIsIjMiXV1d
0,1,"Alaska, American","AS 3318, AA 27","SFO, LAX","2025-12-10 06:00, 2025-12-10 09:45","LAX, HND","2025-12-10 07:40, 2025-12-11 15:05","100, 740",1,Los Angeles International Airport,"LAX, 125",965,1263,"360, 585","460, 905",560000,614000,-9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3RCVXpNek1UaDhRVUV5TnhvTENLcmFCeEFDR2dOVlUwUTRISENxMmdjPSIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIkxBWCIsbnVsbCwiQVMiLCIzMzE4Il0sWyJMQVgiLCIyMDI1LTEyLTEwIiwiSE5EIixudWxsLCJBQSIsIjI3Il1dXQ==
0,1,"Alaska, American","AS 3386, AA 169","SFO, LAX","2025-12-10 12:50, 2025-12-10 23:50","LAX, HND","2025-12-10 14:30, 2025-12-12 05:05","100, 735",1,Los Angeles International Airport,"LAX, 560",1395,1263,"770, 1430","870, 305",560000,614000,-9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3hCVXpNek9EWjhRVUV4TmprYUN3aXEyZ2NRQWhvRFZWTkVPQnh3cXRvSCIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIkxBWCIsbnVsbCwiQVMiLCIzMzg2Il0sWyJMQVgiLCIyMDI1LTEyLTEwIiwiSE5EIixudWxsLCJBQSIsIjE2OSJdXV0=
0,1,"Alaska, American","AS 3496, AA 169","SFO, LAX","2025-12-10 14:55, 2025-12-10 23:50","LAX, HND","2025-12-10 16:35, 2025-12-12 05:05","100, 735",1,Los Angeles International Airport,"LAX, 435",1270,1263,"895, 1430","995, 305",560000,614000,-9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3hCVXpNME9UWjhRVUV4TmprYUN3aXEyZ2NRQWhvRFZWTkVPQnh3cXRvSCIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIkxBWCIsbnVsbCwiQVMiLCIzNDk2Il0sWyJMQVgiLCIyMDI1LTEyLTEwIiwiSE5EIixudWxsLCJBQSIsIjE2OSJdXV0=
0,1,"Alaska, American","AS 3249, AA 169","SFO, LAX","2025-12-10 17:15, 2025-12-10 23:50","LAX, HND","2025-12-10 18:57, 2025-12-12 05:05","102, 735",1,Los Angeles International Airport,"LAX, 293",1130,1263,"1035, 1430","1137, 305",560000,614000,-9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3hCVXpNeU5EbDhRVUV4TmprYUN3aXEyZ2NRQWhvRFZWTkVPQnh3cXRvSCIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIkxBWCIsbnVsbCwiQVMiLCIzMjQ5Il0sWyJMQVgiLCIyMDI1LTEyLTEwIiwiSE5EIixudWxsLCJBQSIsIjE2OSJdXV0=
0,1,"Alaska, American","AS 3353, AA 169","SFO, LAX","2025-12-10 19:55, 2025-12-10 23:50","LAX, HND","2025-12-10 21:35, 2025-12-12 05:05","100, 735",1,Los Angeles International Airport,"LAX, 135",970,1263,"1195, 1430","1295, 305",560000,614000,-9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3hCVXpNek5UTjhRVUV4TmprYUN3aXEyZ2NRQWhvRFZWTkVPQnh3cXRvSCIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIkxBWCIsbnVsbCwiQVMiLCIzMzUzIl0sWyJMQVgiLCIyMDI1LTEyLTEwIiwiSE5EIixudWxsLCJBQSIsIjE2OSJdXV0=
0,1,"Alaska, American","AS 3353, AA 27","SFO, LAX","2025-12-10 19:55, 2025-12-11 09:45","LAX, HND","2025-12-10 21:35, 2025-12-12 15:05","100, 740",1,Los Angeles International Airport,"LAX, 730",1570,1344,"1195, 585","1295, 905",560000,614000,-9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3RCVXpNek5UTjhRVUV5TnhvTENQZVpDQkFDR2dOVlUwUTRISEQzbVFnPSIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIkxBWCIsbnVsbCwiQVMiLCIzMzUzIl0sWyJMQVgiLCIyMDI1LTEyLTExIiwiSE5EIixudWxsLCJBQSIsIjI3Il1dXQ==
0,1,"Alaska, Asiana Airlines, Asiana Airlines","AS 3318, OZ 201, OZ 108","SFO, LAX, ICN","2025-12-10 06:00, 2025-12-10 12:10, 2025-12-11 18:40","LAX, ICN, NRT","2025-12-10 07:40, 2025-12-11 17:35, 2025-12-11 21:00","100, 745, 140",2,Los Angeles International Airport; Incheon International Airport,"LAX, 270; ICN, 65",1320,1060,"360, 730, 1120","460, 1055, 1260",1061000,614000,73,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFaEpCVXpNek1UaDhUMW95TURGOFQxb3hNRGdhQ3dqb3V3WVFBaG9EVlZORU9CeHc2THNHIixbWyJTRk8iLCIyMDI1LTEyLTEwIiwiTEFYIixudWxsLCJBUyIsIjMzMTgiXSxbIkxBWCIsIjIwMjUtMTItMTAiLCJJQ04iLG51bGwsIk9aIiwiMjAxIl0sWyJJQ04iLCIyMDI1LTEyLTExIiwiTlJUIixudWxsLCJPWiIsIjEwOCJdXV0=
0,1,"Alaska, Asiana Airlines, Asiana Airlines","AS 1327, OZ 271, OZ 102","SFO, SEA, ICN","2025-12-10 19:40, 2025-12-11 00:10, 2025-12-12 09:00","SEA, ICN, NRT","2025-12-10 21:57, 2025-12-12 05:20, 2025-12-12 11:20","137, 730, 140",2,Seattle–Tacoma International Airport; Incheon International Airport,"SEA, 133; ICN, 220",1360,1060,"1180, 10, 540","1317, 320, 680",907000,614000,48,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFaEpCVXpFek1qZDhUMW95TnpGOFQxb3hNRElhQ3dqb3V3WVFBaG9EVlZORU9CeHc2THNHIixbWyJTRk8iLCIyMDI1LTEyLTEwIiwiU0VBIixudWxsLCJBUyIsIjEzMjciXSxbIlNFQSIsIjIwMjUtMTItMTEiLCJJQ04iLG51bGwsIk9aIiwiMjcxIl0sWyJJQ04iLCIyMDI1LTEyLTEyIiwiTlJUIixudWxsLCJPWiIsIjEwMiJdXV0=
0,1,"Alaska, Asiana Airlines, Asiana Airlines","AS 3250, OZ 201, OZ 108","SFO, LAX, ICN","2025-12-10 08:10, 2025-12-10 12:10, 2025-12-11 18:40","LAX, ICN, NRT","2025-12-10 09:50, 2025-12-11 17:35, 2025-12-11 21:00","100, 745, 140",2,Los Angeles International Airport; Incheon International Airport,"LAX, 140; ICN, 65",1190,1247,"490, 730, 1120","590, 1055, 1260",1061000,614000,73,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFaEpCVXpNeU5UQjhUMW95TURGOFQxb3hNRGdhQ3dqMHpRY1FBaG9EVlZORU9CeHc5TTBIIixbWyJTRk8iLCIyMDI1LTEyLTEwIiwiTEFYIixudWxsLCJBUyIsIjMyNTAiXSxbIkxBWCIsIjIwMjUtMTItMTAiLCJJQ04iLG51bGwsIk9aIiwiMjAxIl0sWyJJQ04iLCIyMDI1LTEyLTExIiwiTlJUIixudWxsLCJPWiIsIjEwOCJdXV0=
0,1,"Alaska, Hawaiian","AS 416, HA 823","SFO, SEA","2025-12-10 06:00, 2025-12-10 12:30","SEA, NRT","2025-12-10 08:15, 2025-12-11 16:00","135, 630",1,Seattle–Tacoma International Airport,"SEA, 255",1020,1158,"360, 750","495, 960",672000,614000,9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3RCVXpReE5ueElRVGd5TXhvTENLYUlCeEFDR2dOVlUwUTRISENtaUFjPSIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIlNFQSIsbnVsbCwiQVMiLCI0MTYiXSxbIlNFQSIsIjIwMjUtMTItMTAiLCJOUlQiLG51bGwsIkhBIiwiODIzIl1dXQ==
0,1,"Alaska, Hawaiian","AS 1340, HA 823","SFO, SEA","2025-12-10 14:40, 2025-12-11 12:30","SEA, NRT","2025-12-10 16:55, 2025-12-12 16:00","135, 630",1,Seattle–Tacoma International Airport,"SEA, 1175",1940,1238,"880, 750","1015, 960",672000,614000,9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3hCVXpFek5EQjhTRUU0TWpNYUN3anR4Z2NRQWhvRFZWTkVPQnh3N2NZSCIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIlNFQSIsbnVsbCwiQVMiLCIxMzQwIl0sWyJTRUEiLCIyMDI1LTEyLTExIiwiTlJUIixudWxsLCJIQSIsIjgyMyJdXV0=
0,1,"Alaska, Hawaiian","AS 591, HA 823","SFO, SEA","2025-12-10 16:40, 2025-12-11 12:30","SEA, NRT","2025-12-10 18:55, 2025-12-12 16:00","135, 630",1,Seattle–Tacoma International Airport,"SEA, 1055",1820,1238,"1000, 750","1135, 960",672000,614000,9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3RCVXpVNU1YeElRVGd5TXhvTENPM0dCeEFDR2dOVlUwUTRISER0eGdjPSIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIlNFQSIsbnVsbCwiQVMiLCI1OTEiXSxbIlNFQSIsIjIwMjUtMTItMTEiLCJOUlQiLG51bGwsIkhBIiwiODIzIl1dXQ==
0,1,"Alaska, Hawaiian","AS 758, HA 823","SFO, SEA","2025-12-10 17:45, 2025-12-11 12:30","SEA, NRT","2025-12-10 20:02, 2025-12-12 16:00","137, 630",1,Seattle–Tacoma International Airport,"SEA, 988",1755,1238,"1065, 750","1202, 960",672000,614000,9,WyJDalJJTWxOSk9XZDBOREZYV0ZsQlFrdDVSSGRDUnkwdExTMHRMUzB0TFhscGNHMHhNa0ZCUVVGQlIyYzBSbUozUmpNM056aEJFZ3RCVXpjMU9IeElRVGd5TXhvTENPM0dCeEFDR2dOVlUwUTRISER0eGdjPSIsW1siU0ZPIiwiMjAyNS0xMi0xMCIsIlNFQSIsbnVsbCwiQVMiLCI3NTgiXSxbIlNFQSIsIjIwMjUtMTItMTEiLCJOUlQiLG51bGwsIkhBIiwiODIzIl1dXQ==
