Baggage Fee,Free Baggage,Airlines,Flight Numbers,Departures,Departure Date and Times,Arrivals,Arrival Date and Times,Durations,Layover Count,Layover Airports,Layover Info,Total Duration,Flight Price,Departure Times,Arrival Times,Carbon Emissions (g),Typical Emissions (g),Emission Difference (%),Booking Token
0,2,"ANA, China Eastern","NH 985, MU 516","HND, KIX","2025-12-18 06:20, 2025-12-18 14:20","ITM, PVG","2025-12-18 07:30, 2025-12-18 16:05","70, 165",1,Kansai International Airport,"ITM, 410",645,437,"380, 860","450, 965",203000,153000,33,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3RPU0RrNE5YeE5WVFV4TmhvTENKL1ZBaEFDR2dOVlUwUTRISENmMVFJPSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCI5ODUiXSxbIktJWCIsIjIwMjUtMTItMTgiLCJQVkciLG51bGwsIk1VIiwiNTE2Il1dXQ==
0,2,"ANA, China Eastern","NH 985, MU 748","HND, KIX","2025-12-18 06:20, 2025-12-18 16:30","ITM, PVG","2025-12-18 07:30, 2025-12-18 18:30","70, 180",1,Kansai International Airport,"ITM, 540",790,437,"380, 990","450, 1110",208000,153000,36,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3RPU0RrNE5YeE5WVGMwT0JvTENKL1ZBaEFDR2dOVlUwUTRISENmMVFJPSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCI5ODUiXSxbIktJWCIsIjIwMjUtMTItMTgiLCJQVkciLG51bGwsIk1VIiwiNzQ4Il1dXQ==
0,2,"ANA, China Eastern","NH 13, MU 226","HND, KIX","2025-12-18 07:00, 2025-12-18 13:10","ITM, PVG","2025-12-18 08:10, 2025-12-18 15:25","70, 195",1,Kansai International Airport,"ITM, 300",565,437,"420, 790","490, 925",199000,153000,30,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFemZFMVZNakkyR2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxMyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCIyMjYiXV1d
0,2,"ANA, China Eastern","NH 13, MU 516","HND, KIX","2025-12-18 07:00, 2025-12-18 14:20","ITM, PVG","2025-12-18 08:10, 2025-12-18 16:05","70, 165",1,Kansai International Airport,"ITM, 370",605,437,"420, 860","490, 965",199000,153000,30,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFemZFMVZOVEUyR2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxMyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI1MTYiXV1d
0,2,"ANA, China Eastern","NH 13, MU 748","HND, KIX","2025-12-18 07:00, 2025-12-18 16:30","ITM, PVG","2025-12-18 08:10, 2025-12-18 18:30","70, 180",1,Kansai International Airport,"ITM, 500",750,437,"420, 990","490, 1110",204000,153000,33,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFemZFMVZOelE0R2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxMyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI3NDgiXV1d
0,2,"ANA, China Eastern","NH 15, MU 226","HND, KIX","2025-12-18 08:00, 2025-12-18 13:10","ITM, PVG","2025-12-18 09:10, 2025-12-18 15:25","70, 195",1,Kansai International Airport,"ITM, 240",505,437,"480, 790","550, 925",215000,153000,41,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFMWZFMVZNakkyR2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxNSJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCIyMjYiXV1d
0,2,"ANA, China Eastern","NH 15, MU 516","HND, KIX","2025-12-18 08:00, 2025-12-18 14:20","ITM, PVG","2025-12-18 09:10, 2025-12-18 16:05","70, 165",1,Kansai International Airport,"ITM, 310",545,437,"480, 860","550, 965",215000,153000,41,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFMWZFMVZOVEUyR2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxNSJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI1MTYiXV1d
0,2,"ANA, China Eastern","NH 15, MU 748","HND, KIX","2025-12-18 08:00, 2025-12-18 16:30","ITM, PVG","2025-12-18 09:10, 2025-12-18 18:30","70, 180",1,Kansai International Airport,"ITM, 440",690,437,"480, 990","550, 1110",220000,153000,44,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFMWZFMVZOelE0R2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxNSJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI3NDgiXV1d
0,2,"ANA, China Eastern","NH 17, MU 516","HND, KIX","2025-12-18 09:00, 2025-12-18 14:20","ITM, PVG","2025-12-18 10:10, 2025-12-18 16:05","70, 165",1,Kansai International Airport,"ITM, 250",485,437,"540, 860","610, 965",203000,153000,33,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFM2ZFMVZOVEUyR2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxNyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI1MTYiXV1d
0,2,"ANA, China Eastern","NH 17, MU 748","HND, KIX","2025-12-18 09:00, 2025-12-18 16:30","ITM, PVG","2025-12-18 10:10, 2025-12-18 18:30","70, 180",1,Kansai International Airport,"ITM, 380",630,437,"540, 990","610, 1110",208000,153000,36,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFM2ZFMVZOelE0R2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxNyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI3NDgiXV1d
0,2,"ANA, China Eastern","NH 19, MU 748","HND, KIX","2025-12-18 10:00, 2025-12-18 16:30","ITM, PVG","2025-12-18 11:10, 2025-12-18 18:30","70, 180",1,Kansai International Airport,"ITM, 320",570,437,"600, 990","670, 1110",208000,153000,36,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RFNWZFMVZOelE0R2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIxOSJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI3NDgiXV1d
0,2,"ANA, China Eastern","NH 21, MU 748","HND, KIX","2025-12-18 11:00, 2025-12-18 16:30","ITM, PVG","2025-12-18 12:10, 2025-12-18 18:30","70, 180",1,Kansai International Airport,"ITM, 260",510,437,"660, 990","730, 1110",204000,153000,33,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RJeGZFMVZOelE0R2dzSW45VUNFQUlhQTFWVFJEZ2NjSi9WQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIklUTSIsbnVsbCwiTkgiLCIyMSJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI3NDgiXV1d
0,2,"ANA, China Eastern","NH 93, MU 234","HND, KIX","2025-12-18 07:25, 2025-12-18 10:55","KIX, PVG","2025-12-18 08:50, 2025-12-18 12:45","85, 170",1,Kansai International Airport,"KIX, 125",380,439,"445, 655","530, 765",230000,153000,50,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RremZFMVZNak0wR2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5MyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCIyMzQiXV1d
0,2,"ANA, China Eastern","NH 93, MU 226","HND, KIX","2025-12-18 07:25, 2025-12-18 13:10","KIX, PVG","2025-12-18 08:50, 2025-12-18 15:25","85, 195",1,Kansai International Airport,"KIX, 260",540,439,"445, 790","530, 925",230000,153000,50,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RremZFMVZNakkyR2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5MyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCIyMjYiXV1d
0,2,"ANA, China Eastern","NH 93, MU 516","HND, KIX","2025-12-18 07:25, 2025-12-18 14:20","KIX, PVG","2025-12-18 08:50, 2025-12-18 16:05","85, 165",1,Kansai International Airport,"KIX, 330",580,439,"445, 860","530, 965",230000,153000,50,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RremZFMVZOVEUyR2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5MyJdLFsiS0lYIiwiMjAyNS0xMi0xOCIsIlBWRyIsbnVsbCwiTVUiLCI1MTYiXV1d
0,2,"ANA, China Eastern","NH 3821, MU 226","HND, KIX","2025-12-18 08:45, 2025-12-18 13:10","KIX, PVG","2025-12-18 10:15, 2025-12-18 15:25","90, 195",1,Kansai International Airport,"KIX, 175",460,439,"525, 790","615, 925",230000,153000,50,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3hPU0RNNE1qRjhUVlV5TWpZYUN3aTMxZ0lRQWhvRFZWTkVPQnh3dDlZQyIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCIzODIxIl0sWyJLSVgiLCIyMDI1LTEyLTE4IiwiUFZHIixudWxsLCJNVSIsIjIyNiJdXV0=
0,2,"ANA, China Eastern","NH 3821, MU 516","HND, KIX","2025-12-18 08:45, 2025-12-18 14:20","KIX, PVG","2025-12-18 10:15, 2025-12-18 16:05","90, 165",1,Kansai International Airport,"KIX, 245",500,439,"525, 860","615, 965",230000,153000,50,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3hPU0RNNE1qRjhUVlUxTVRZYUN3aTMxZ0lRQWhvRFZWTkVPQnh3dDlZQyIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCIzODIxIl0sWyJLSVgiLCIyMDI1LTEyLTE4IiwiUFZHIixudWxsLCJNVSIsIjUxNiJdXV0=
0,2,"ANA, China Eastern","NH 3821, MU 748","HND, KIX","2025-12-18 08:45, 2025-12-18 16:30","KIX, PVG","2025-12-18 10:15, 2025-12-18 18:30","90, 180",1,Kansai International Airport,"KIX, 375",645,439,"525, 990","615, 1110",235000,153000,54,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3hPU0RNNE1qRjhUVlUzTkRnYUN3aTMxZ0lRQWhvRFZWTkVPQnh3dDlZQyIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCIzODIxIl0sWyJLSVgiLCIyMDI1LTEyLTE4IiwiUFZHIixudWxsLCJNVSIsIjc0OCJdXV0=
0,2,"ANA, China Eastern","NH 3823, MU 748","HND, KIX","2025-12-18 12:00, 2025-12-18 16:30","KIX, PVG","2025-12-18 13:25, 2025-12-18 18:30","85, 180",1,Kansai International Airport,"KIX, 185",450,439,"720, 990","805, 1110",235000,153000,54,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3hPU0RNNE1qTjhUVlUzTkRnYUN3aTMxZ0lRQWhvRFZWTkVPQnh3dDlZQyIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCIzODIzIl0sWyJLSVgiLCIyMDI1LTEyLTE4IiwiUFZHIixudWxsLCJNVSIsIjc0OCJdXV0=
0,2,"ANA, China Eastern","NH 991, MU 748","HND, KIX","2025-12-18 13:30, 2025-12-18 16:30","KIX, PVG","2025-12-18 14:55, 2025-12-18 18:30","85, 180",1,Kansai International Airport,"KIX, 95",360,439,"810, 990","895, 1110",229000,153000,50,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3RPU0RrNU1YeE5WVGMwT0JvTENMZldBaEFDR2dOVlUwUTRISEMzMWdJPSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5OTEiXSxbIktJWCIsIjIwMjUtMTItMTgiLCJQVkciLG51bGwsIk1VIiwiNzQ4Il1dXQ==
0,2,"ANA, China Eastern","NH 97, MU 730","HND, KIX","2025-12-18 20:30, 2025-12-19 09:30","KIX, PVG","2025-12-18 21:50, 2025-12-19 11:30","80, 180",1,Kansai International Airport,"KIX, 700",960,439,"1230, 570","1310, 690",206000,153000,35,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RrM2ZFMVZOek13R2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5NyJdLFsiS0lYIiwiMjAyNS0xMi0xOSIsIlBWRyIsbnVsbCwiTVUiLCI3MzAiXV1d
0,2,"ANA, China Eastern","NH 97, MU 234","HND, KIX","2025-12-18 20:30, 2025-12-19 10:55","KIX, PVG","2025-12-18 21:50, 2025-12-19 12:45","80, 170",1,Kansai International Airport,"KIX, 785",1035,439,"1230, 655","1310, 765",206000,153000,35,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RrM2ZFMVZNak0wR2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5NyJdLFsiS0lYIiwiMjAyNS0xMi0xOSIsIlBWRyIsbnVsbCwiTVUiLCIyMzQiXV1d
0,2,"ANA, China Eastern","NH 99, MU 730","HND, KIX","2025-12-18 21:00, 2025-12-19 09:30","KIX, PVG","2025-12-18 22:20, 2025-12-19 11:30","80, 180",1,Kansai International Airport,"KIX, 670",930,439,"1260, 570","1340, 690",209000,153000,37,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RrNWZFMVZOek13R2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5OSJdLFsiS0lYIiwiMjAyNS0xMi0xOSIsIlBWRyIsbnVsbCwiTVUiLCI3MzAiXV1d
0,2,"ANA, China Eastern","NH 99, MU 234","HND, KIX","2025-12-18 21:00, 2025-12-19 10:55","KIX, PVG","2025-12-18 22:20, 2025-12-19 12:45","80, 170",1,Kansai International Airport,"KIX, 755",1005,439,"1260, 655","1340, 765",209000,153000,37,WyJDalJJZGxkblZqTTRjREZJWW5kQlFuWmxjV2RDUnkwdExTMHRMUzB0YjNsaVpITXlORUZCUVVGQlIyYzBSekpqVEhoSlZWVkJFZ3BPU0RrNWZFMVZNak0wR2dzSXQ5WUNFQUlhQTFWVFJEZ2NjTGZXQWc9PSIsW1siSE5EIiwiMjAyNS0xMi0xOCIsIktJWCIsbnVsbCwiTkgiLCI5OSJdLFsiS0lYIiwiMjAyNS0xMi0xOSIsIlBWRyIsbnVsbCwiTVUiLCIyMzQiXV1d
